fctype,fcid
Silver,d0199f7e-1bcd-4a59-929b-448b602b0002
Gold,a14aa1db-c2cd-43af-a708-f97688d0ccf8
Silver,dc4d1315-d2e4-43ac-9eb0-a389f5910e3d
Silver,be3bafd3-ee03-48a0-ae5f-7732619d5767
Platinum,e4c916f5-9265-45dc-8efe-2b546de9505d
Silver,131b9c08-50e7-436c-99dd-4f6fbad05997
Silver,b86e7ad5-5193-4bc9-bca6-d7dc089bab8f
Explorer,60d1e0ca-0c15-4a3f-a948-0dc927cf55fb
Explorer,8e1439ef-5071-46a0-8324-468f2ec9d4d1
Platinum,569e3e12-bc68-4373-b8df-7d02b2a52205
Platinum,bbf06712-7312-4f38-922c-714524bd522c
Platinum,11157d78-919a-449a-9a82-b74088a83840
Silver,382b16ab-f659-4d0f-bd34-94adaffafddf
Gold,d84394e5-18a2-4776-8533-00d7ebc3ce27
Platinum,5c3e5eec-4060-4354-8d7e-c68f92104a35
Platinum,ae173fae-e40b-4256-b963-f47581e833f8
Silver,f897bb53-8552-4a39-97dd-4e6b1c74c45a
Platinum,f6a98fc5-bf85-45d9-a821-f087814962e0
Explorer,137f1c14-d4cd-4c56-a1bb-e4873cd99828
Platinum,78e178f2-4109-4dd7-9cb9-b4aae40dd351
Silver,621dd2c4-7550-4523-98ff-ec39ba615e9f
Explorer,e39b4d3f-91c0-449b-bb1b-0aab16b0012a
Silver,1954410f-0d83-46d5-9387-5d4e8615c12f
Silver,d61c1976-f2eb-47b9-b658-123432f6279a
Explorer,d23dd58e-6811-4d6f-8867-4344738c66cf
Silver,3a943994-b582-49fd-ab43-c7eb61d3c32d
Gold,c895cab3-2c6e-4ed5-b1f2-6dddffc844b3
Platinum,7ad9567e-c221-4329-8c3a-b5f7e6f916f9
Explorer,9846f03f-535c-401a-99d7-d051998bed4d
Platinum,8cb0c11f-ccf8-45d8-9f35-8455156999c1
Platinum,47c15eaa-99f3-4aff-9e21-07d22a5ebaf3
Explorer,cd913c3d-5337-4b96-a98f-ec63cf3d6bb7
Gold,64458024-0885-429e-8151-10714ddf3cd9
Silver,8859cabe-c624-4674-bf4a-d7adb6ed3873
Gold,ab99b927-5b09-4495-84bf-7e6450440e75
Explorer,42061cbb-5a76-4c72-ba7e-7f8ba2d7d4aa
Explorer,89495a29-2eeb-4f17-ae13-eec7a8191ddf
Platinum,89c6d86d-6e28-4ded-909b-5c026bb6149b
Silver,b01d15fc-e8a6-40e5-9aaa-0842274932d2
Gold,bfa04d9a-45a4-46a5-9da5-cf7f45c6fedc
Platinum,8723337f-065b-4d1f-99cf-5ab4344803f3
Platinum,176edcc2-ea99-46f4-987c-036459114f7f
Silver,6bceab09-feb2-41aa-bd4e-c0c49cf7a250
Platinum,2de7bbc7-6e5d-4784-90f8-215d031bad3f
Platinum,34e93809-3bab-4f50-b070-7a4da514fd1e
Gold,6056f9df-77c4-4c5e-9639-89ea603687ca
Explorer,b8384ae0-abf8-418b-b472-c1dfc8efef58
Silver,08c88b89-8826-4b99-bca8-2b6bbe7def16
Silver,525e7072-ed81-4bba-bf87-db5c9753e924
Platinum,95f03335-ef0e-4cbb-bfed-fa8a38078540
Explorer,1e6b15cf-d598-4db9-9c9a-514b1686a925
Gold,ac94bd01-9fc5-4095-906f-939c031094e7
Platinum,ddbdbbf3-dfe8-443b-8007-9617f145cb82
Platinum,0b1d69fc-8b63-4780-af58-42f3a72c49aa
Platinum,fff92054-2945-4915-96af-0f4cfa1f80c0
Explorer,6cb86f3e-39ee-4c25-babc-09fa6ddc772f
Explorer,783a77f8-e5ea-4b3a-b9ee-ee98746cae29
Gold,faec7095-8806-41e5-af37-05d837548a9e
Gold,eef70f2f-5635-4136-9386-bb8f658e8560
Silver,0b7679eb-89fa-4c94-9136-b803705dbf68
Explorer,08940f8e-c300-4f6f-afd1-1be7a52de8c1
Explorer,f6416f79-dcba-4d96-b7f8-499e4bc4323e
Silver,98df4bb7-d426-41ef-b6e7-a6d34ce25181
Gold,25b2b120-702c-41cc-b39b-1a7ca766777a
Gold,9f2c46db-aa6d-4187-98ce-7bc3d67f1d70
Gold,d5092ce4-46ea-4c34-8a2f-2b570fde4a3d
Explorer,1f2e7045-8ce3-4258-8ad3-ac59ec002d0d
Explorer,391cdb71-bed1-46cc-93c2-75d9db713f25
Platinum,26644283-6a93-413d-8ad4-ffa14f70d7aa
Platinum,dc06d9df-db37-4be7-ac7e-3647f0b0ee97
Explorer,e8c09528-2655-4e46-bff5-c5dff43eaa76
Explorer,ba8ecc06-b5cb-4fba-8699-d4b31d321ea0
Gold,9fac9db2-d949-41ef-94f2-35b1be30075d
Gold,7f00daab-0c33-48c6-a71c-b6bc06d37538
Platinum,62af2e9a-463c-4e9c-9d21-c07d89af0ea6
Explorer,c688f318-0ab8-41a2-8d29-72bf10558013
Silver,f62f3ef3-5df7-4a36-ba4d-c204ca6e8356
Gold,a6f33c6c-bc53-492d-8f08-f09a40c874aa
Explorer,8d1b0b92-820b-4d52-8dca-118dd6ba24a7
Gold,93741fb5-c5e1-4c79-942a-ea7a7a3257ff
Platinum,273ddce9-c9a3-4719-adeb-e74283a80c05
Explorer,cfe4e310-ae2f-4ac3-80c9-7a1c886ebed2
Silver,c177ff5d-0e8b-4c03-b8f9-4a9c795c02d5
Platinum,8396c0ee-3c87-46aa-9e80-96aca69b0dc3
Silver,fd292263-4de4-47d8-b88d-df204c2b240c
Silver,914f9a04-8bfc-46d7-a724-6090a3306e07
Gold,1d563330-fadc-41c3-ace3-8aa3a8d3632d
Explorer,d19240a6-8ada-4760-9904-b1df5d187e21
Explorer,87605600-a6bf-4d6f-83db-3d735d680314
Silver,7c02d4f5-fc73-439f-ac9e-012641225b47
Platinum,86ae55fb-89c4-40d5-879f-43d29dbecfc0
Silver,8031186f-2023-4d07-874b-6ab4ab0397b7
Gold,6d55e614-031e-430e-898c-248b4716d316
Silver,153b3cfb-2946-4e72-aaee-1c2166ad66ca
Silver,dbd5b8bd-b3ad-4246-986a-07f2dca297a4
Gold,a8cdb912-b765-4907-8adc-33f3b057a256
Platinum,cff1c6a7-35a7-44f7-938e-6a8bb64627bf
Gold,18c1d37b-7c00-40fe-8fec-1f36ed13a47b
Silver,c378e0ce-9c0e-48bd-978c-92807271fc20
Gold,cd285ff8-23f1-4fd9-9c06-d348bd932425
Silver,e171c70a-4ae9-49cb-a907-9a739b0d7b46
Silver,893b03b5-00d3-4d59-ae04-b0acaf0e369a
Platinum,d7ba2ab3-6e75-4f9e-9638-122ee7da73b6
Explorer,42c864ec-e5b7-4237-8bbd-c553b2c44e03
Silver,ffb469d8-b2f4-418c-bea8-35fbbba25320
Explorer,33826368-4979-431a-83d2-38f6e24bb58f
Gold,4485b8f8-88d6-4502-9aa4-766300654831
Platinum,cec39781-927c-417b-9834-3e83dc1c8e93
Silver,caf754a7-da42-47ae-aa7e-37934b7f7177
Platinum,63989196-3222-4cb5-aad1-b5ffea0d948e
Gold,157c1f77-6023-4526-a751-4db6978a5bef
Explorer,45399fbf-9706-4549-95fd-39d4db73eb65
Platinum,e64b10c5-52a8-4b74-a763-7db52d73f22d
Explorer,0ea53b4d-0ebb-487f-bfec-9cbbd66517a2
Gold,7c54292f-29eb-4703-a300-76a00625b9ff
Silver,6b7a1b13-3122-4c93-bd7b-c43c339ede9c
Silver,e0920f1d-fc71-4505-b2a8-a1fc4a32bcce
Explorer,d6821765-64bc-465b-acbb-e117a65d7800
Platinum,8eac5174-ed14-49b0-b1ef-287e63a7e9e3
Gold,14633fd1-491f-4283-b090-1f4703c92ff1
Explorer,8eaa58d4-5d2b-4aaf-bd0c-d7b4006cefb3
Platinum,182de133-1bbf-4e39-b55c-369f1b35dd81
Platinum,d9ac33d2-bc68-44da-a2ff-b96cd3f9b182
Platinum,d2bf2812-acb8-4317-a0df-eedee321d27e
Platinum,3f389ff8-2fdf-4293-957f-902761f52ad4
Explorer,d3745cb6-dbad-4d14-a433-5a1cd626c6ed
Gold,8f2eb67f-bcab-4a0a-beed-54303bbebca5
Silver,5ec44a80-aed7-4521-9fb8-454b2089ac27
Explorer,8e970462-bd4c-48f3-a42d-fce0475c1d70
Gold,346113f9-b930-4f73-a1e0-e7edd4e87c46
Explorer,782901a8-781e-452a-9c81-53014ad57a00
Platinum,88ca1fb8-a169-4e4b-812f-f36a47fdd3aa
Platinum,1d098596-6ae4-4cc4-8a3b-a55647442bdb
Explorer,a99045b7-3ed3-4562-83ac-cd8dd170a221
Silver,efa2e048-ea9a-4d67-ad06-f79822c1f73f
Silver,f2bcb512-bc4c-4b00-8202-0a3eae90df24
Platinum,a2df3208-de47-4a08-b115-8bf7907fb2f2
Gold,961e694a-e65a-4056-91a1-cb3ce403ca9d
Platinum,c5b8cabe-775f-4b79-b27e-13afc015e5e5
Silver,7d9d6c42-914e-4e43-8109-263ef1fce544
Platinum,3d4e2ccd-7653-4cc4-a8f3-063cdf7a938c
Gold,ab65bca1-b96c-4284-926b-3f25837c1c67
Gold,7be116c5-3ede-45bc-af9e-be04dcbedf2f
Explorer,096e3aff-78d6-4550-bf99-3762888b99ff
Gold,9094207d-e742-4f3c-8012-49e4ee761f5a
Platinum,fcdd34af-f86f-42dc-827d-c835173cd7f9
Silver,64546c99-2815-4609-abaa-b2a79788527a
Platinum,086b1fe8-2fc8-40c0-9356-4672b614d23d
Explorer,5e20e873-378e-466f-bef9-fc422bae0b71
Silver,65cb537f-113b-42a2-922e-f2db350726f0
Platinum,6172aa0f-dc18-4ebc-af70-2002bde3b302
Platinum,96c5c7ca-0979-4ade-bdc4-3315e8440545
Platinum,f8f4b381-5095-42d1-a478-698906cce2d4
Platinum,2ee984dd-833b-44e5-918a-9661436f49b8
Gold,7aa5d99c-cb87-4c5a-bd64-ca29f8637dd1
Explorer,f3531e90-9571-46c2-b5dd-95d0f38aca19
Platinum,b0248c73-fb00-49cd-89e7-b45df2cd54e3
Gold,4432e891-ff7a-4850-bb1b-d95731f46129
Gold,ff8ee9aa-9ba9-468e-9902-1ea5402072ec
Explorer,c49d8fba-fb25-4195-9445-2b4be2d32bfd
Gold,b154037d-b338-4127-a193-cbb9bea531a1
Platinum,66efc3ce-6eaf-4973-bec1-e4024d15c017
Silver,8749e002-f8d4-4889-9ade-0e8ff7c06f55
Platinum,2081a06c-ba88-4fcc-8296-711bce843b96
Gold,b43c52cf-c131-42b5-abff-c7764b6d9836
Platinum,024c7fcd-8ee2-4d72-ad15-7d49b21b127d
Explorer,16f9ab0f-7478-499a-955f-a2e9336e8859
Silver,0dbeb435-abb8-461a-9ee7-dcf2a9edb758
Silver,159b55f3-06b2-4ba1-b6c4-a2ed84ceb645
Platinum,969bb205-9446-4f8a-91b5-1fe961ea216d
Gold,1ac77ad5-dc7d-4f56-9e67-341db1f4e23d
Platinum,60964cec-36a2-4315-bea0-a82c4fb6568b
Platinum,aa87aae9-0731-4412-b30e-8429ef93d6d3
Explorer,5d4a8d57-9563-45bb-b042-e785df385d99
Explorer,6467ca79-b43c-4461-802e-1d2e2e413648
Gold,5024a1b1-71ac-40b9-8f7d-6e62bf750c43
Gold,186b6c37-2a2d-4d87-85ab-c56921820cdb
Platinum,72407012-2454-42a2-a0c0-9af537d43d5b
Gold,83134119-fd62-4770-853e-44065c01b1b3
Explorer,4ec132aa-3cca-432f-91b1-a56d89ae6348
Platinum,462ad7a6-4e38-494f-9c1b-9250e9d9145b
Silver,0fc4aed1-2f4c-454b-bd74-285e5642f0e4
Explorer,5ada061f-3dee-468d-b4a8-69aef8554288
Platinum,886a6d1c-e092-49c3-9a40-2310b10a5cfc
Silver,713f6088-1265-4be6-802c-05835421631a
Explorer,f2f7557d-73ed-4c62-9287-e44b4756f7a0
Silver,8300da00-401d-488c-9562-0d7ff66e7111
Platinum,586f7593-12f9-49d9-bd40-442cb1719b9a
Gold,5e473d01-4fbe-47f6-b890-b3f4ed8e84c7
Gold,3210985c-97f0-4ee4-b70a-1fc1bbc229be
Gold,b9fd45d5-fe10-4567-92d6-882acd9fa706
Silver,1ee6565d-8a23-424b-8700-cf0786500ff1
Explorer,a30c6844-97f1-48ac-a19f-a4687842bf70
Gold,9fe7426b-da74-4ad5-80ec-8d65f67c1da0
Gold,c97a8b2e-056b-41ed-a6a4-50310cbb722c
Explorer,839b1f97-a85e-4d5e-aa58-8f460cb40859
Platinum,3ca68988-cd42-4c4a-993a-8e8e6a861836
Silver,5b5cebbb-de45-403e-b717-ae6f3c2fb5c6
Explorer,ec82b66c-1e4a-411d-8983-b3d80dcb50e1
Platinum,289223f1-2e87-4d2c-bff2-b8632ac69cce
Platinum,9ddd7459-cb24-4662-ae19-bed3db11cd11
Silver,f4d4be48-5db0-4db1-8c8f-13a8a13d6347
Explorer,e6530455-f831-415b-b056-01e7527adb82
Platinum,5d4bb42e-06c4-44f6-8185-d791e96bcdf5
Gold,e179b656-03da-40c0-8fa2-3062d178908e
Platinum,f2fd6773-77dc-4b4a-8145-16b5c8c79f54
Silver,c8e125c0-0731-4519-8347-9f7d3ef5dc65
Silver,fa1cc70c-7501-44d5-b7ae-72347a02c7b4
Gold,0085a552-c021-4884-bd06-d957d0ba239d
Gold,6f2cca75-4cd5-461d-a493-208b4058e067
Gold,a89392a7-2ab2-4d0b-9b57-51b30692f903
Platinum,f93384a6-02a5-4ac3-8f89-26b402c613a8
Platinum,f334b146-407c-4728-8263-ecc591b11f9f
Explorer,28dea3ea-068e-4c0d-b99e-e1fd0a2604b4
Explorer,b8ef835c-d167-4ae2-9275-af55e303e1ad
Platinum,ed9adf0a-a4ec-4690-a45a-25ab218c4041
Silver,84e83387-6456-4820-90c7-89285abd075a
Explorer,9cd9b18e-1a9c-492f-bf4f-1282a5539e13
Gold,06520530-3c00-44aa-9c57-378406cee0b8
Silver,21f34620-1757-41ae-8a0b-139cabbcfef4
Explorer,4cf0c87c-6610-475c-9f8b-0c0f7eb3bc69
Gold,aa792a56-1fb3-433e-8338-579bb6fd9e54
Platinum,c49623e3-cd5e-4c9d-abe7-826c22ed4c7c
Silver,0ba24554-306b-40ae-8833-f315ae2f5e74
Silver,3d8b1887-bcd2-4f83-9e02-ae3ad3aaa3ff
Explorer,e21ea6f8-3cd5-4333-880d-cf5b8c2e44b6
Silver,7d6bf85f-c853-4102-a51e-135a084cf2fb
Silver,491a84d8-6e69-464c-b864-615fb38a8a99
Platinum,03367c47-54d2-4714-9adb-5c87a013670f
Explorer,9bf2fa5d-9dca-4073-8ad3-7d0b4407b301
Silver,c4a71c78-122a-4462-a6d1-bb542ef6bf44
Platinum,e3a2ee86-6fd9-4da8-b2de-b6b622ceabc5
Gold,289ca1d0-bcaf-48d7-82dd-969fdfe8f1e4
Explorer,4e36af8e-f666-47fe-9b17-6a4232c41988
Gold,d8427772-2ab8-4a17-87a8-fe52817c85c2
Explorer,4ac2e37a-a068-4f43-bcee-b26962a8a53a
Platinum,39133ed0-febf-4358-8ef4-8ec857f70368
Gold,a3cd0c85-1991-4d59-90c9-a6c497de85ef
Silver,5fa34185-9b5b-4001-9317-52ec28d41ee9
Explorer,7f42c881-31af-44f8-8c5e-c9f1cd940349
Silver,10d206cb-737e-4204-b3c7-0b6585674e9d
Silver,af51fea9-3c45-4994-ae27-9fda5dbe08d9
Silver,ac338b98-f00f-4d9a-80b3-7a08b7205e73
Gold,01e9a8e5-27ca-48b4-9c45-9aa679f7b1c9
Explorer,ffa4b2b8-7b42-411e-9b8c-0f1aea707a8a
Gold,175aa094-52e5-4b37-ad9e-f16c39e68800
Platinum,8b1eb9bf-ae2a-4db4-bf4d-066d62bb2e03
Platinum,baa0826e-9e87-4c2a-a1f8-14759eb49faa
Platinum,ec0957d5-6318-420b-9ac5-32e8bb06b3e7
Explorer,75a85f39-f2c1-49a0-ae16-72fabba0346c
Silver,b7a85c67-13cc-4ec6-82b0-a4e9e9578c70
Gold,48b49e9a-b788-402b-9a09-230415be1792
Platinum,a7012e4b-f0ef-4c1e-9e5e-ef4f5b03fb9b
Platinum,3a3c704a-709f-4da8-9e92-40ebf2b144d3
Explorer,cb25bbee-e0dd-4e3e-8b45-7245c6410c43
Gold,6f66d55a-6ff3-4fe1-80cb-eba6b4ad2470
Explorer,427deed2-2151-4bc6-820b-0caf4cff8d42
Explorer,a7f99751-1754-4920-b19e-ad430e595796
Silver,56ae2e1f-c922-4c76-a813-58e621c2fdd2
Explorer,d1adf79b-410c-4371-8daa-af2fb98c2fec
Silver,6fd414d9-5fab-4d1d-a216-55b90d711c0c
Platinum,84e1f63a-e9c0-49fe-b5c5-fcbc0da26767
Explorer,004201c8-84c6-41eb-9c92-b499d34ecdfb
Gold,4f03ba81-380d-45fa-9214-15c1cfcdc040
Platinum,02ec1102-7e4d-45ba-b11b-298beae5575a
Silver,d8a67a4b-4366-428c-b193-b8c71b15cfc7
Explorer,599769b5-1526-449d-9ef8-fa31bd32855d
Gold,07fccfdf-2f0d-49da-a075-0d62b79e2f3f
Silver,20ef9604-5ba2-4195-9e29-848e9245456c
Silver,83f8d4a9-2eef-4cd0-9483-6d5921bca561
Platinum,20fe4744-f5b3-4812-b726-21977cf8350b
Silver,7f66cd3f-00a7-4c22-bb9c-acbe0972b65b
Platinum,49f38ba6-6fa8-4a22-8a4b-b5be3fa4be0e
Explorer,89bb8fa2-d675-4120-bff1-66aa103b8ca4
Gold,59d7563a-6f91-4e98-8271-2ce0f50c2852
Gold,f5763655-f70c-4c84-bd70-60f7600cde79
Platinum,4068b10d-64a5-4ddf-953e-2a871c19c26d
Explorer,4766eb65-b490-4346-b452-cb865795df3e
Silver,31c19f74-af67-4668-905e-5ef686a23fbf
Explorer,3549462a-74d3-49dd-82f4-e1b8de35f6d3
Gold,6dfc2517-ec0b-4d4e-9c52-8e244550dd40
Explorer,625c3042-2a82-4a4f-b1ed-33ce3724a310
Silver,778f0db3-caec-4e6f-8129-70dc2a10db7e
Gold,48bf81ec-73bd-4deb-b67a-1198ec2493ac
Platinum,4878f941-61d5-4c43-940b-8ea92643fe3e
Silver,11293fd2-7d5f-46d5-89ca-2a90ac02b2e2
Platinum,5d247008-1b1e-48c7-bae3-1a72cc14b83c
Silver,a6ae017b-29ef-4a4f-a5fb-396f7b5bd381
Silver,995b724e-0d4a-4b88-b9fd-4afec8038407
Silver,76beee40-3af3-4014-8412-b9691628e213
Gold,0c3f55e7-4885-4211-aad3-8d516e35384c
Platinum,07cdc3b0-023c-4dcf-b794-43943685ddb6
Gold,0579668c-8a06-4679-b247-984ffd72190c
Platinum,d3abe47f-283a-4b0e-897b-939168236f12
Gold,8ffa8d5a-96b6-4154-ace2-a4c08b5f6b65
Silver,d6555b25-fa61-4a75-a287-071634252d7f
Gold,d8f12daf-69d7-4ed4-995c-20f707954b59
Explorer,9a5b3197-e092-4fca-bf01-9b305e2d7cf9
Platinum,5b46bf9e-c14d-405b-98d6-ce0b4ffdb854
Gold,3a754ce2-65d5-4eb7-9f13-056f401b4a75
Gold,4a0fa901-0cd7-4b42-8480-ef155651c282
Platinum,48260fd2-9f25-4410-9fef-050279d26ef6
Silver,cdea3be1-32a8-46fd-8918-41975edfe91d
Explorer,ff0bf559-c051-46ee-a747-7ee86a90b2b2
Silver,e114c1d4-ba14-4adf-b3d4-7cb0b4a2cd9c
Silver,e90eb9fa-9947-4f30-a000-ba8df65c7f35
Explorer,a5de9e1b-7abe-47c4-97ef-7ea3dbad0aeb
Silver,3b775bd7-4e98-4268-a3e4-721426c3b243
Platinum,c1faf6f8-3194-495f-9b3a-a8223436ccfa
Silver,16200211-4a52-419c-a988-6fccc94118c4
Explorer,c6710b29-77c7-4eba-9814-ffd6faf319bd
Silver,c2e1fff8-204d-4059-ad93-788f6d7b91ee
Gold,598129e7-0011-4b2a-91da-5226fcb5999f
Gold,5c9fb373-ae71-41c1-8f05-463b96dc04bf
Explorer,5f7b8d49-1e7b-4a03-ac66-0fa9880e81e3
Gold,15aee908-34f6-4a95-a435-b28ad164ae31
Explorer,9f99ced2-19eb-410c-b712-737aa0214264
Silver,d21614f5-3aff-4923-9d41-36aa40003a3d
Platinum,40a193ab-e8d6-42ca-a61b-8dcf7382bf65
Silver,1f6e1ae8-92a2-4390-a486-6958c913bec6
Explorer,ae2116ce-af63-4d7d-8567-006da512352f
Gold,9f8e78f8-8184-4fd0-a7b2-193fb25a433d
Silver,3334cb47-4a6d-45d3-bcca-36bb084a2bf0
Gold,b18fe139-a565-4873-b781-1c6e20d0f231
Platinum,353deeac-29d5-4e78-b5de-2fb2f0c91658
Silver,e86a41f3-4ddc-4654-ac9d-c820c354628f
Platinum,82363748-aa1a-4470-a681-1059d6916d31
Silver,f07a0a7a-47eb-4b30-8031-cea641581bb4
Explorer,fd51f764-6e6d-4852-bd7d-6c6f211a94e5
Platinum,09552170-21a9-4fb8-afda-46259fa578c8
Silver,ae0b9adf-440b-4e89-a64c-8746010bf8ad
Silver,b3313278-05c4-4b53-aa06-88611ca30dbc
Gold,8686f9b7-91ea-4dfe-b1d0-ff634f437979
Gold,21a94fab-7204-4538-9a0e-44a824bd82f2
Silver,a61cc5dd-7c32-4a0e-9611-6a787bd76065
Platinum,69210492-c745-45b3-81bb-40706fe0b8fa
Platinum,01f6d0d5-4f14-4640-b451-0d42f57bb85a
Silver,78d624c6-9d21-4102-9a9d-f4366f21efb5
Explorer,8683b08c-f1c4-4161-9f4a-ed6490af80b5
Platinum,46f1af40-f7dd-4f58-a14c-e7cc72a2e164
Platinum,d559dff5-bd81-4ce8-8931-d4e48930320c
Gold,feeb7087-995a-4e38-921c-9f9aeb37eacf
Gold,cd224bda-8e4b-4c9e-bb24-6b10371663eb
Explorer,ea1b515f-ed29-4cd2-946a-398721e9f23d
Explorer,73ba3491-6135-4d9f-a8a2-0e6d84881389
Gold,a0fef391-d953-42a3-b101-eb94f22af766
Explorer,e69db458-dad7-4f11-90f0-b0c25cf166c7
Gold,e453f88e-bd81-441a-be7d-e6ca6b9e60d9
Explorer,d2baf1f7-d1e0-4ef4-8f20-464dfafca052
Silver,8021079b-2cc8-4354-87da-f900c0e58b3d
Explorer,e02b40c5-b8df-4008-b871-9427ead7e9a1
Platinum,6c4d9993-6a56-416b-b532-fb93ff4a8e07
Explorer,c8005ba1-3562-46a4-af27-84d1efb7bc4a
Explorer,7e843496-1dd4-4029-a7e9-0fd8de805959
Silver,1066a23d-6f1e-42f1-a8a9-77596e1b760d
Silver,7d08df7f-21b2-463d-acfc-f9dd57d6fa72
Gold,56396e2d-1041-44e4-b208-0be59277224c
Explorer,cdcfa39a-60ec-47fb-8abf-4d84fde0220b
Gold,27992984-7523-4aee-b7f6-ec3c09e7d3ac
Silver,ceba9d1e-2366-4b8c-bb2e-333fa6ba6582
Platinum,28d9793e-3416-4abd-93c0-9885c14a2ac6
Platinum,de3d0824-a2b9-4c26-ac12-1bb028c1bfda
Gold,09559d16-ef6c-45a1-bc4e-1a92fc275787
Gold,f445f2b5-bfc9-4bd5-82bf-88d9d2f2f94f
Gold,4fa48443-4ba4-4b2d-9c27-0a7a6d4492c6
Gold,f06b6411-088a-412e-b52a-9f3696b317ca
Explorer,5323b596-fbd5-4012-af30-f5e773379298
Silver,1012ec66-2f1f-4da2-9015-bee461fc0037
Gold,69e20163-52d7-4501-a839-3824c0d501db
Platinum,dcf76fbd-a3ec-49fb-8d44-0d646f516a68
Gold,0663ad53-2dee-4cd2-a6da-511e5e174aa9
Silver,4657a88b-69fe-4dd7-b0b6-6e574545de1d
Gold,4b617591-a665-459f-a79e-02ec50f74127
Silver,655df9b5-80fa-4bf8-a5c5-65570280825b
Explorer,1eba13ff-5a6e-4568-bd98-d7790d0e06cc
Platinum,aff214e4-15eb-4d11-a933-bfbd8ac6c414
Platinum,98866eb2-2247-4933-9124-0e0790172469
Silver,769fd865-b730-4537-b938-5d48d06da32c
Gold,eabf12c7-94c2-4765-ad5a-d02b036727e2
Silver,935dc696-00d3-4f25-a59a-db7a9df759a9
Platinum,7e3563a8-886b-449c-8e25-3fe3bbebe11b
Explorer,ed05ddab-c5eb-4f28-85fc-86e759e0ad2c
Platinum,2074d610-7e5b-435d-98c1-290d401f3306
Platinum,b6d72465-373f-4512-9f21-793ed68ecee7
Silver,ac6816bc-3a69-4551-89b5-26ba035844e6
Gold,5ae7af65-864c-4d44-b41e-cc7c0b344479
Silver,da4ef3a6-7c72-4146-83df-3dcb764c0c0b
Explorer,02d642df-6562-4539-b1c8-c4fbf9b77967
Silver,9fe3d565-8d1b-461b-8da1-7bfb25435f07
Gold,863335ff-7d39-4617-920b-dab0ef798e3c
Silver,ef147285-7424-4d8b-b08e-eea6a24544cd
Silver,a9994d0b-0bfa-4c8c-a207-5443817f7225
Platinum,e9d95d21-3790-4447-9be2-8eceaab02cd5
Gold,66a4bb49-381c-46b2-b160-fe26646b1317
Silver,25a60429-d86c-470f-8b42-baef39e0ffa9
Platinum,aa671c52-e80c-4988-97de-29d74fd92a52
Gold,6588f092-9862-4385-87c0-00ae939fa35d
Silver,52f1e007-4568-4198-a22e-efe1dc0adca4
Silver,8dc4c83a-35e2-4d91-9ddd-b8fd189df5f7
Silver,9eb9ce09-2d26-44fd-b092-039c61036af4
Silver,59379f8b-3ccb-4859-9275-45ee9dee92a0
Gold,d9792204-ff17-4ccd-a2d6-85310e25230d
Gold,9d396e0b-f6ee-46b2-9db9-6bb41cbfab3d
Gold,58e6ac78-1eca-4ac8-875a-622876879320
Platinum,2b8763ec-4fdc-490d-8363-e5e26dfe363e
Platinum,82acfe9a-1a2e-4aaa-98f4-eb423dc5634a
Gold,30f36592-3ce6-4d2c-8641-96e1d963dbcf
Platinum,7e196a99-e2dc-45a7-9bac-130e04bc696b
Platinum,a2b974f3-a17d-45d0-af4c-d8e6a7d1b462
Platinum,c50bca73-5563-46ca-8d5d-d934e6ff4a9a
Gold,1eb4b122-9d78-4b15-ae6e-204d73b09404
Silver,6135d9c0-fcd8-498c-9207-d6dd8d610ffd
Explorer,c6b499e7-2e63-469a-bc16-22ca5a51cfd1
Explorer,8fce41dd-ddce-4b6f-876f-ea6467df14c7
Platinum,755d7722-f60a-446c-86b8-c49d81eaac10
Platinum,6dffa634-0e08-48da-9aa3-ef314e944f09
Gold,b9d3545c-4fbe-4ad2-8648-ecefe66ab8a4
Explorer,395de0f3-ce86-4d3c-9b03-825274b707c9
Gold,eea9977f-89fe-489e-b212-db8da5cf8c9b
Silver,f1d7ccd1-6f90-4e69-9080-b1810ad70292
Silver,ab9960d8-938d-43bb-8cff-990b2900eede
Silver,463c3d9d-7ca8-4e30-8bbb-cbf21894768f
Explorer,9c575ce6-748d-4eb1-9faa-24abcb8860a6
Platinum,8a96e126-4743-4962-93fd-46f64738f6f3
Gold,1bf1cac9-173d-430d-9c16-b54f58c157df
Gold,fee67a9e-7ef4-44a6-90ce-7a312f56dbce
Silver,5955cb8b-1e52-441f-b005-7cd3b41358c3
Explorer,a8c2bcf5-4d19-4f60-8fa4-0f24894d5327
Platinum,138a8cc8-4fe9-489f-8168-0fd660b5edcc
Explorer,83aac487-183d-420f-a9dc-4cfe6d3db51b
Platinum,a366842b-e2a0-4236-8772-4218677b5c5b
Explorer,0c47d9cc-e046-44f8-a507-e4fecf0ede0f
Platinum,43fc89c6-3e18-4aae-8a66-5b18cd2251e5
Explorer,feadcb08-79e2-417c-8e7e-81bc41935c07
Platinum,49f76c40-3459-4601-86b6-5c5c0b0e2a69
Gold,f4e0121d-8e97-4993-b6a9-8fbbbc3e5f49
Gold,e3514ffe-329e-440f-a43d-5184ba43cec3
Gold,a9d12a05-3019-4050-ac5e-06a928bfee0e
Platinum,fb5b94c1-c827-4199-83e6-3b1db66f5960
Platinum,06c0a021-e2b4-4287-bb1f-e85bc01f2fc3
Explorer,1b816029-916f-4607-9296-3b02e206c7d1
